level,term,minecraft_sentence,minecraft_translation
6,sale,Villager **sale**s are cheap.,村民**特賣**很便宜。
6,science,Redstone is basically **science**.,紅石基本上就是**科學**。
6,sell,**Sell** rotten flesh to the cleric.,**賣**腐肉給牧師。
6,September,School starts in **September**.,學校在**九月**開學。
6,shake,Piglins **shake** when zombified.,豬布林殭屍化時會**發抖**。
6,shape,Blocks are square in **shape**.,方塊的**形狀**是正方形。
6,share,**Share** your food.,**分享**你的食物。
6,shopkeeper,The villager is a **shopkeeper**.,村民是一個**店主**。
6,shorts,My skin wears **shorts**.,我的皮膚穿**短褲**。
6,sick,Potion of weakness makes you **sick**.,虛弱藥水讓你**生病**。
6,side,Check the other **side**.,檢查另一**邊**。
6,snowy,The biome is **snowy**.,這個生態域是**多雪的**。
6,south,Go **south**.,往**南**走。
6,space,The End looks like **space**.,終界看起來像**太空**。
6,special,Golden apples are **special**.,金蘋果是**特別的**。
6,spider,Cave **spider**s are poisonous.,洞穴**蜘蛛**有毒。
6,story,Minecraft Story Mode is a **story** game.,Minecraft 故事模式是一個**故事**遊戲。
6,strawberry,Red dye looks like **strawberry** juice.,紅色染料看起來像**草莓**汁。
6,sweater,Wear a **sweater** in the snow.,在雪地穿**毛衣**。
6,tail,Wolves have a **tail**.,狼有一條**尾巴**。
6,their,Raid **their** base.,突襲**他們的**基地。
6,thick,The fog is **thick**.,霧很**厚**。
6,thin,The glass pane is **thin**.,玻璃片很**薄**。
6,thing,Craft the **thing**.,合成那個**東西**。
6,tie,The game ended in a **tie**.,遊戲以**平手**結束。
6,necktie,Villagers don't wear a **necktie**.,村民不打**領帶**。
6,tired,I am **tired** of mining.,我挖礦挖得很**累**。
6,toast,Name a rabbit **Toast**.,把兔子命名為 **Toast** (會改變外觀)。
6,tomato,Redstone block looks like a **tomato**.,紅石磚看起來像**番茄**。
6,tooth,Guardians have one sharp **tooth** (eye/laser).,深海守衛有一顆尖銳的**牙齒** (或指雷射)。(註: 實際為刺)
6,trash,Throw the **trash** in lava.,把**垃圾**丟進岩漿。
6,garbage,Cactus destroys **garbage**.,仙人掌會銷毀**垃圾**。
6,T-shirt,Steve wears a teal **T-shirt**.,史蒂夫穿一件藍綠色 **T恤**。
6,turkey,Chicken is like **turkey**.,雞肉就像**火雞**。
6,turtle,**Turtle** helmets give water breathing.,**海龜**頭盔給予水下呼吸。
6,umbrella,Use a mushroom as an **umbrella**.,用蘑菇當**雨傘**。
6,useful,Hoppers are **useful**.,漏斗很**有用**。
6,vest,Armor is a safety **vest**.,盔甲是安全**背心**。
6,video,Record a gameplay **video**.,錄製遊戲**影片**。
6,voice,Use **voice** chat.,使用**語音**聊天。
6,wallet,My **wallet** (inventory) is full.,我的**錢包** (物品欄) 滿了。
6,weak,Gold tools are **weak**.,金工具很**弱**。
6,west,The sun sets in the **west**.,太陽在**西方**落下。
6,will,I **will** build a house.,我**將要**蓋一間房子。
6,wish,I **wish** for diamonds.,我**許願**要鑽石。
6,workbook,The crafting book is my **workbook**.,合成書是我的**作業簿**。
6,would,**Would** you like some cake?,你**想要**一些蛋糕嗎？
7,across,Build a bridge **across** the lava.,蓋一座橋**跨越**岩漿。
7,action,Mining is a repetitive **action**.,挖礦是一個重複的**動作**。
7,actor,The villager acts like an **actor** in my movie.,村民在我的電影裡表現得像個**演員**。
7,almost,My pickaxe is **almost** broken.,我的鎬**幾乎**要壞了。
7,around,Look **around** for creepers.,環顧**周圍**看看有沒有苦力怕。
7,avoid,**Avoid** looking at Endermen.,**避免**看著終界使者。
7,badminton,Hit the ghast fireball like **badminton**.,像打**羽毛球**一樣打擊惡魂火球。
7,band,Note blocks can make a **band**.,音符盒可以組成一個**樂團**。
7,bat,A **bat** spawns in dark caves.,**蝙蝠**在黑暗的洞穴裡生成。
7,bear,Polar **bear**s live in ice biomes.,北極**熊**住在冰原生態域。
7,been,I have **been** to the End.,我**去過**終界。
7,behind,A creeper is **behind** you!,一隻苦力怕在你的**後面**！
7,bell,Ring the **bell** to warn villagers.,敲**鐘**來警告村民。
7,belt,Steve's pants have a **belt**.,史蒂夫的褲子有一條**皮帶**。
7,bench,Use stairs to make a park **bench**.,用階梯做一張公園**長椅**。
7,beside,Stand **beside** the chest.,站**在**箱子**旁邊**。
7,bite,Spiders can **bite** you.,蜘蛛會**咬**你。
7,blackboard,Use a sign as a **blackboard**.,使用告示牌當作**黑板**。
7,block,Everything is made of a **block**.,所有東西都是由**方塊**組成的。
7,bored,I get **bored** of mining stone.,我對挖石頭感到**無聊**。
7,boring,Waiting for crops is **boring**.,等待作物生長是**無聊的**。
7,born,Animals are **born** when you breed them.,當你繁殖動物時，牠們會**出生**。
7,bowl,Craft a **bowl** for mushroom stew.,製作一個**碗**來裝蘑菇煲。
7,bring,**Bring** me 10 diamonds.,**帶** 10 顆鑽石給我。
7,bug,Report the glitch as a **bug**.,將這個故障回報為一個 **bug** (程式錯誤)。
7,build,**Build** a house before night.,在天黑前**蓋**一間房子。
7,business,Trading is serious **business**.,交易是嚴肅的**生意**。
7,cage,Build a glass **cage** for the zombie.,為殭屍蓋一個玻璃**籠子**。
7,can,I **can** craft a sword.,我**會**製作一把劍。
7,could,I **could** not find the portal.,我找不到傳送門。
7,candle,Light a **candle** on the cake.,點燃蛋糕上的**蠟燭**。
7,carry,Llamas **carry** chests.,駱馬**搬運**箱子。
7,castle,The Nether Fortress looks like a **castle**.,下界要塞看起來像一座**城堡**。
7,center,Find the **center** of the village.,找到村莊的**中心**。
7,cheat,Enable **cheat**s to use commands.,開啟**作弊**以使用指令。
7,check,**Check** the chest for loot.,**檢查**箱子裡的戰利品。
7,chess,Build a giant **chess** board.,蓋一個巨大的**西洋棋**盤。
7,chopsticks,End rods look like **chopsticks**.,終界燭看起來像**筷子**。
7,clear,**Clear** your inventory.,**清空**你的物品欄。
7,clothes,Armor is like **clothes** for battle.,盔甲就像戰鬥用的**衣服**。
7,collect,**Collect** all the music discs.,**收集**所有的音樂唱片。
7,comic,Map art can tell a **comic** story.,地圖畫可以講述一個**漫畫**故事。
7,country,Build your own **country** with flags.,用旗幟建立你自己的**國家**。
7,course,Complete the parkour **course**.,完成跑酷**課程** (路線)。
7,dangerous,The Nether is **dangerous**.,下界是**危險的**。
7,dentist,Zombies don't need a **dentist**.,殭屍不需要**牙醫**。
7,done,The achievement is **done**.,成就**完成**了。
7,dozen,A **dozen** eggs is 12.,一**打**蛋是 12 個。
7,dream,My **dream** is to have full netherite armor.,我的**夢想**是擁有全套獄髓盔甲。
7,drop,Mobs **drop** items when killed.,怪物被殺死時會**掉落**物品。
7,ever,Have you **ever** seen a pink sheep?,你有**曾經**看過粉紅羊嗎？
7,excited,I am **excited** for the update.,我對更新感到**興奮**。
7,exciting,PVP is very **exciting**.,玩家對戰非常**刺激**。
7,excuse,Lag is not a good **excuse**.,延遲不是個好的**藉口**。
7,exercise,Running in game is good **exercise** for your fingers.,在遊戲裡跑步對你的手指是很好的**運動**。
7,find,**Find** the hidden chest.,**找**到隱藏的箱子。
7,flute,Note blocks can sound like a **flute**.,音符盒聽起來可以像**長笛**。
7,foot,The rabbit's **foot** is a potion ingredient.,兔子**腳**是藥水材料。
7,fries,Baked potatoes look like **fries**.,烤馬鈴薯看起來像**薯條**。
7,French fries,I want a **French fries** mod.,我想要一個**薯條**模組。
7,full,My inventory is **full**.,我的物品欄**滿**了。
7,future,Redstone is the technology of the **future**.,紅石是**未來**的科技。
7,game,Minecraft is the best **game**.,Minecraft 是最棒的**遊戲**。
7,garbage,Throw the **garbage** in the lava.,把**垃圾**丟進岩漿裡。
7,ghost,A Ghast looks like a giant **ghost**.,惡魂看起來像一隻巨大的**鬼**。
7,glasses,The librarian wears **glasses**.,圖書管理員戴**眼鏡**。
7,gram,Items don't have weight in **gram**s.,物品沒有以**公克**計算的重量。
7,grass,Sheep eat **grass** to regrow wool.,羊吃**草**來長回羊毛。
7,grow,Bone meal makes crops **grow** faster.,骨粉讓作物**生長**得更快。
7,guess,**Guess** the password for the door.,**猜**這扇門的密碼。
7,guy,"Hey **guy**s, let's go mining.",嘿**大伙**們，我們去挖礦吧。
7,Halloween,Mobs wear pumpkins on **Halloween**.,怪物在**萬聖節**會戴南瓜。
7,handsome,Your skin looks **handsome**.,你的皮膚看起來很**帥**。
7,happy,The villagers are **happy** after trading.,村民在交易後很**快樂**。
7,hard-working,The farmer is very **hard-working**.,農夫非常**勤勉**。
7,healthy,Eat golden apples to stay **healthy**.,吃金蘋果保持**健康**。
7,hers,That dog is **hers**.,那隻狗是**她的**。
7,hold,**Hold** a torch in your hand.,手裡**握**著火把。
7,honey,Collect **honey** from the beehive.,從蜂巢收集**蜂蜜**。
7,hunt,**Hunt** for food at night.,在晚上**打獵**找食物。
7,inch,"Blocks are one meter, not one **inch**.",方塊是一公尺，不是一**英吋**。
7,interest,I have no **interest** in PVP.,我對 PVP 沒有**興趣**。
7,interested,I am **interested** in redstone.,我對紅石**感興趣**。
7,interesting,The seed is very **interesting**.,這個種子碼非常**有趣**。
7,island,Survive on a deserted **island**.,在荒蕪的**島嶼**上生存。
7,itself,The machine repairs **itself**.,這台機器會**自我**修復。
7,jeans,Blue leather pants look like **jeans**.,藍色皮革褲看起來像**牛仔褲**。
7,joy,Finding diamonds brings **joy**.,找到鑽石帶來**喜悅**。
7,jump,**Jump** over the ravine.,**跳**過峽谷。
7,junior high school,My friends from **junior high school** play on this server.,我**國中**的朋友在這個伺服器玩。
7,just,I **just** found a temple.,我**剛剛**找到一座神廟。
7,keep,**Keep** inventory is a gamerule.,**保留**物品欄是一個遊戲規則。
7,key,A lever works like a **key**.,拉桿的作用就像一把**鑰匙**。
7,kill,Do not **kill** the villagers.,不要**殺**村民。
7,kilogram,Steve can carry million **kilogram**s.,史蒂夫可以搬運數百萬**公斤**。
7,knee,Steve cannot bend his **knee**s.,史蒂夫不能彎曲他的**膝蓋**。
7,knock,Zombies **knock** on the door.,殭屍**敲**門。
7,lake,Fishing in the **lake** is peaceful.,在**湖**邊釣魚很平靜。
7,lamp,Redstone **lamp**s light up the room.,紅石**燈**照亮房間。
7,land,Claim your **land** so no one destroys it.,領取你的**土地**這樣沒人能破壞它。
7,lantern,Hang a **lantern** from the ceiling.,從天花板掛一個**燈籠**。
7,later,I will mine **later**.,我**稍後**會去挖礦。
7,laugh,Witches make a **laugh** sound.,女巫會發出**笑**聲。
7,leader,Kill the patrol **leader** to start a raid.,殺死巡邏隊**隊長**以開始襲擊。
7,lend,**Lend** me some iron.,**借**我一些鐵。
7,letter,Write a **letter** in a book.,在書裡寫一**封信**。
7,lid,A chest **lid** opens up.,箱子**蓋**會打開。
7,life,Regenerate your **life** points.,恢復你的**生命**值。
7,list,Make a to-do **list** for your base.,為你的基地做一張待辦**清單**。
7,look,**Look** at the map.,**看**地圖。
7,lose,Don't **lose** your items in lava.,不要在岩漿裡**遺失**你的物品。
7,machine,Build a flying **machine**.,建造一台飛行**機器**。
7,mail,Check your **mail**box chest.,檢查你的**信**箱箱子。
7,mask,Wear a creeper head as a **mask**.,戴苦力怕頭當作**面具**。
7,mat,Carpet is like a floor **mat**.,地毯就像地**墊**。
7,matter,It doesn't **matter** which wood you use.,用哪種木頭都沒**關係**。
7,may,**May** I enter your house?,我**可以**進你的房子嗎？
7,might,It **might** rain soon.,**可能**快下雨了。
7,meal,Bonemeal is a good **meal** for plants.,骨粉對植物來說是很棒的**一餐**。
7,mean,What does this error **mean**?,這個錯誤是**什麼意思**？
7,meat,Cook the raw **meat**.,煮熟生**肉**。
7,medicine,A potion of healing is like **medicine**.,治療藥水就像**藥**。
7,menu,Press Esc to open the **menu**.,按 Esc 打開**選單**。
7,mile,I walked a **mile** in the game.,我在遊戲裡走了ㄧ**英里**。
7,million,I mined a **million** blocks.,我挖了一**百萬**個方塊。
7,mistake,Falling in lava was a **mistake**.,掉進岩漿是一個**錯誤**。
7,moment,"Wait a **moment**, I am crafting.",等**一下**，我正在合成。
7,mouse,Click the left **mouse** button.,點擊**滑鼠**左鍵。
7,mud,Mangrove swamps have **mud** blocks.,紅樹林沼澤有**泥巴**方塊。
7,myself,I built this by **myself**.,這是我**自己**蓋的。
7,nature,Minecraft has beautiful **nature**.,Minecraft 有美麗的**大自然**。
7,neighbor,The villager is my **neighbor**.,村民是我的**鄰居**。
7,next,Go to the **next** room.,去**下一個**房間。
7,nobody,**Nobody** is on the server.,**沒人**在伺服器上。
7,nod,Sneak (Shift) to **nod** yes.,蹲下 (Shift) 來**點頭**表示好。
7,noise,Cave **noise**s are scary.,洞穴**噪音**很可怕。
7,notebook,Write coordinates in a **notebook**.,把座標寫在**筆記本**裡。
7,nothing,There is **nothing** in the chest.,箱子裡**什麼都沒有**。
7,ours,This base is **ours**.,這個基地是**我們的**。
7,park,Build a theme **park**.,蓋一座主題**公園**。
7,PE(physical education),Parkour is like **PE** class.,跑酷就像**體育**課。
7,pipe,Hoppers act like a **pipe**.,漏斗作用像**管子**。
7,playground,The server is my **playground**.,這個伺服器是我的**遊樂場**。
7,possible,It is **possible** to beat the dragon alone.,獨自打敗龍是**可能的**。
7,pound,Smash the ground with a **pound**.,重**擊**地面。
7,prince,Save the **prince** map.,拯救**王子**地圖。
7,princess,I am the **princess** of this castle.,我是這座城堡的**公主**。
7,prize,The dragon egg is the **prize**.,龍蛋是**獎品**。
7,railway,Build a **railway** to the mine.,蓋一條**鐵路**通往礦坑。
7,railwayrailroad,Connect the stations with a **railroad**.,用**鐵路**連接車站。
7,rainbow,Sheep jeb_ changes colors like a **rainbow**.,名叫 jeb_ 的羊會像**彩虹**一樣變色。
7,recorder,Replay mod is a video **recorder**.,Replay 模組是一個影片**錄製機**。
7,refrigerator,Put ice in a chest to make a **refrigerator**.,放冰塊在箱子裡做成**冰箱**。
7,reporter,Be a news **reporter** for the server.,當伺服器的新聞**記者**。
7,rise,The sun will **rise** soon.,太陽很快就要**升起**。
7,river,Swim across the **river**.,游過這條**河**。
7,rock,Stone is a type of **rock**.,石頭是一種**岩石**。
7,screen,Press F2 to take a **screen**shot.,按 F2 截取**螢幕**畫面。
7,seat,Boats have a passenger **seat**.,船有一個乘客**座位**。
7,seesaw,Build a **seesaw** with pistons.,用活塞做一個**蹺蹺板**。
7,sharp,The sword is **sharp**ness V.,這把劍是**鋒利** V。
7,shop,Open a **shop** to sell wool.,開一間**商店**賣羊毛。
7,should,You **should** bring food.,你**應該**帶食物。
7,shoulder,Parrots sit on your **shoulder**.,鸚鵡坐在你的**肩膀**上。
7,show,**Show** me your house.,**秀**給我看你的房子。
7,sidewalk,Make a **sidewalk** with stone slabs.,用石半磚做一條**人行道**。
7,simple,This redstone door is **simple**.,這個紅石門很**簡單**。
7,since,I played **since** 2012.,我**自從** 2012 年開始玩。
7,someone,**Someone** stole my diamonds.,**有人**偷了我的鑽石。
7,someonesomebody,**Somebody** joined the game.,**某人**加入了遊戲。
7,something,Craft **something** useful.,合成**一些**有用的東西。
7,somewhere,Let's go **somewhere** new.,我們去**某個**新地方。
7,spend,**Spend** your levels on enchanting.,**花**費你的等級在附魔上。
7,strange,The End is a **strange** place.,終界是一個**奇怪的**地方。
7,stupid,Falling in the void is **stupid**.,掉進虛空是**愚蠢的**。
7,surprised,I was **surprised** by the creeper.,我被苦力怕**嚇了一跳**。
7,swing,**Swing** your sword.,**揮**舞你的劍。
7,team,Join my **team** for Bedwars.,加入我的**隊伍**打起床戰爭。
7,teenager,Many **teenager**s play this game.,很多**青少年**玩這個遊戲。
7,terrible,My aim is **terrible**.,我的瞄準**很糟**。
7,than,Gold is faster **than** diamond.,金比鑽石**更**快 (但易壞)。
7,theirs,The loot is **theirs**.,戰利品是**他們的**。
7,think,I **think** we are lost.,我**想**我們迷路了。
7,though,"I mined, **though** I found nothing.",我挖了礦，**雖然**我什麼都沒找到。
7,although,"**Although** it is night, I will run.",**雖然**是晚上，我要用跑的。
7,thousand,Travel a **thousand** blocks.,移動一**千**格。
7,throw,**Throw** an Ender Pearl.,**丟**出一顆終界珍珠。
7,time,Set the **time** to day.,設定**時間**為白天。
7,top,Climb to the **top** of the mountain.,爬到山的**頂端**。
7,total,My **total** death count is zero.,我的**總**死亡數是零。
7,towel,A banner looks like a **towel**.,旗幟看起來像一條**毛巾**。
7,traffic,Minecart **traffic** is jammed.,礦車**交通**堵塞了。
7,trouble,Don't get into **trouble** with admins.,不要跟管理員找**麻煩**。
7,twice,Click **twice** to craft all.,點擊**兩次**來合成全部。
7,typhoon,Rain looks like a **typhoon**.,下雨看起來像**颱風**。
7,until,Sleep **until** dawn.,睡**直到**黎明。
7,violin,Play a **violin** song on note blocks.,用音符盒彈奏一首**小提琴**曲。
7,wake,**Wake** up villager!,**叫醒**村民！
7,way,Do you know the **way**?,你知道**路**嗎？
7,without,Build **without** limits.,建築**沒有**極限。
7,world,Create a new **world**.,創造一個新**世界**。
7,yet,Are we there **yet**?,我們到了**沒**？
7,yours,Is this house **yours**?,這間房子是**你的**嗎？
7,yourself,Protect **yourself**.,保護**你自己**。
7,zebra,A horse with a texture pack looks like a **zebra**.,用材質包的馬看起來像**斑馬**。
8,able,Be **able** to parkour well.,要有**能力**跑酷跑得好。
8,above,The sky is **above** the clouds.,天空在雲層**上方**。
8,abroad,Traveling to the End feels like going **abroad**.,去終界旅行感覺就像**出國**。
8,act,Don't **act** like a noob.,不要**表現**得像個新手。
8,actress,Roleplay as a famous **actress**.,扮演一位有名的**女演員**。
8,ahead,Look **ahead** for traps.,往**前**看有沒有陷阱。
8,along,Build a wall **along** the river.,**沿著**河蓋一道牆。
8,already,I **already** have diamond armor.,我**已經**有鑽石盔甲了。
8,American,The server is hosted on an **American** network.,這個伺服器架設在**美國的**網路上。
8,appear,Silverfish **appear** from stone blocks.,蠹魚從石頭方塊中**出現**。
8,arrive,**Arrive** at the village before night.,在天黑前**抵達**村莊。
8,as,Play **as** a team.,**作為**一個團隊遊玩。
8,attack,**Attack** the enemy base.,**攻擊**敵人的基地。
8,aunt,My **aunt** plays Minecraft too.,我**阿姨**也玩 Minecraft。
8,balcony,Add a **balcony** to your house.,為你的房子加一個**陽台**。
8,bank,Store your emeralds in the **bank**.,把你的綠寶石存在**銀行**裡。
8,barbecue,Let's have a **barbecue** with the campfire.,我們用營火來辦個**烤肉**吧。
8,base,Defend your **base**.,防守你的**基地**。
8,bean,Cocoa **bean**s grow on jungle wood.,可可**豆**長在叢林木上。
8,belong,This wolf **belong**s to me.,這隻狼**屬於**我。
8,below,Diamonds are found **below** Y level 16.,鑽石在 Y 軸 16 **以下**被發現 (舊版本)。
8,bless,Clerics might **bless** you.,牧師可能會**祝福**你。
8,blind,The blindness effect makes you **blind**.,失明效果讓你**看不見**。
8,boil,"Lava makes water **boil** (in logic, not game mechanic).",岩漿讓水**沸騰** (邏輯上，非遊戲機制)。
8,book,Enchant a **book**.,附魔一**本**書。
8,bow,Shoot arrows with a **bow**.,用**弓**射箭。
8,break,Don't **break** the spawner.,不要**破壞**生怪磚。
8,bridge,Bridge **bridge** over the void.,在虛空上搭**橋**。
8,bright,Torches make the room **bright**.,火把讓房間很**明亮**。
8,brush,Use a **brush** on suspicious sand.,在可疑的沙子上使用**刷子**。
8,burn,Zombies **burn** in daylight.,殭屍在日光下會**燃燒**。
8,businessman,The villager is a smart **businessman**.,村民是個聰明的**商人**。
8,butterfly,We need a **butterfly** mod.,我們需要一個**蝴蝶**模組。
8,by,Stand **by** the door.,站**在**門**邊**。
8,call,**Call** your friends to join.,**叫**你的朋友加入。
8,case,"In **case** of fire, break glass.",萬一發生火**災** (情況)，打破玻璃。
8,celebrate,**Celebrate** defeating the dragon.,**慶祝**打敗終界龍。
8,centimeter,A block is 100 **centimeter**s wide.,一個方塊有 100 **公分**寬。
8,change,**Change** your skin.,**改變**你的皮膚。
8,cheer,**Cheer** for the winner.,為贏家**歡呼**。
8,chinese,Type in **Chinese** chat.,在**中文**聊天頻道打字。
8,choose,**Choose** your starter Pokemon (pixelmon).,**選擇**你的初始寶可夢 (Pixelmon模組)。
8,circle,Don't build a **circle** in Minecraft.,不要在 Minecraft 裡蓋**圓形** (這是違法的)。
8,common,Zombies are a **common** mob.,殭屍是**常見的**怪物。
8,cool,Ice biome is very **cool**.,冰原生態域非常**涼爽**。
8,copy,**Copy** the building design.,**複製**這個建築設計。
8,correct,That is the **correct** password.,那是**正確的**密碼。
8,cover,**Cover** the hole with dirt.,用泥土**蓋住**這個洞。
8,cross,**Cross** the ocean by boat.,搭船**穿越**海洋。
8,dark,It is **dark** in the cave.,洞穴裡很**暗**。
8,dumpling,Pretend the snowball is a **dumpling**.,假裝雪球是一顆**水餃**。
8,engineer,Redstone **engineer**s are smart.,紅石**工程師**很聰明。
8,envelope,Map art looks like an **envelope**.,地圖畫看起來像**信封**。
8,excellent,This is an **excellent** seed.,這是一個**極佳的**種子碼。
8,except,Kill all mobs **except** the dog.,殺死所有怪物，**除了**那隻狗。
8,expensive,Netherite is very **expensive**.,獄髓非常**昂貴**。
8,experience,Collect **experience** orbs.,收集**經驗**球。
8,fail,Don't **fail** the parkour jump.,不要在跑酷跳躍時**失敗**。
8,fan,I am a **fan** of Dream.,我是 Dream 的**粉絲**。
8,festival,Build a firework **festival**.,舉辦一場煙火**節慶**。
8,fever,Zombie villagers have a **fever**.,殭屍村民發**燒**了 (虛弱狀態)。
8,for,This gift is **for** you.,這個禮物是**給**你的。
8,foreign,Explore **foreign** lands.,探索**外國的** (陌生的) 土地。
8,foreigner,Meet a **foreigner** on the server.,在伺服器上遇見**外國人**。
8,free,This server is **free** to play.,這個伺服器是**免費**遊玩的。
8,fresh,Eat **fresh** bread.,吃**新鮮的**麵包。
8,fry,**Fry** the fish in the furnace.,在熔爐裡**煎**魚。
8,funny,The skin looks **funny**.,這個皮膚看起來很**好笑**。
8,gas,Ghasts float like **gas** balloons.,惡魂像瓦斯(**氣體**)氣球一樣漂浮。
8,giant,Spawn a **giant** zombie with commands.,用指令生成一隻**巨大**殭屍。
8,grade,What is your building **grade**?,你的建築**等級** (分數) 是多少？
8,ground,Dig a hole in the **ground**.,在**地**上挖一個洞。
8,group,Join a **group**.,加入一個**群組**。
8,half,A slab is **half** a block.,半磚是**一半**的方塊。
8,hang,**Hang** the painting.,**掛**上這幅畫。
8,have,I **have** a diamond sword.,我**有**一把鑽石劍。
8,headache,Redstone gives me a **headache**.,紅石讓我**頭痛**。
8,heat,The **heat** from lava burns you.,岩漿的**熱度**會燒傷你。
8,herself,She built it **herself**.,她**自己**蓋的。
8,hill,Build a house on the **hill**.,在**山丘**上蓋房子。
8,himself,He crafted it **himself**.,他**自己**合成的。
8,hit,**Hit** the mob with a sword.,用劍**打**怪物。
8,honest,Be an **honest** player.,當一個**誠實的**玩家。
8,however,"I have iron, **however** I need gold.",我有鐵，**然而**我需要金。
8,hurt,Fall damage will **hurt** you.,墜落傷害會**傷害**你。
8,if,"**If** you die, you lose items.",**如果**你死了，你會失去物品。
8,Internet,You need **Internet** for multiplayer.,你需要**網路**才能玩多人連線。
8,interview,Watch the developer **interview**.,觀看開發者**訪談**。
8,kind,What **kind** of wood is this?,這是哪一**種**木頭？
8,knowledge,The book gives **knowledge**.,這本書給予**知識**。
8,language,Change the game **language**.,更改遊戲**語言**。
8,lawyer,We need a **lawyer** for the server court.,我們需要一位**律師**來處理伺服器法庭。
8,lead,Use a **lead** to pull the horse.,使用**拴繩**拉馬。
8,least,You need at **least** two diamonds.,你**至少**需要兩顆鑽石。
8,leave,Don't **leave** the tree floating.,不要**留**下浮空的樹。
8,less,Gold has **less** durability than iron.,金的耐久度比鐵**少**。
8,lettuce,"There is no **lettuce**, only leaves.",沒有**生菜**，只有樹葉。
8,lie,The cake is a **lie**.,蛋糕是個**謊言** (傳送門梗)。
8,light,We need more **light** here.,我們這裡需要更多**光**。
8,line,Stand in a **line**.,排成一**列**。
8,lonely,Singleplayer can be **lonely**.,單人遊戲可能會很**孤單**。
8,mad,The admin is **mad** at griefers.,管理員對破壞者很**生氣**。
8,magic,Potions are **magic**.,藥水是**魔法**。
8,make,**Make** a crafting table.,**做**一個工作台。
8,mark,**Mark** the location on the map.,在地圖上**標記**這個位置。
8,married,Villagers don't get **married**.,村民不會**結婚**。
8,medium,"Slimes come in small, **medium**, and large.",史萊姆有小、**中**、大三種。
8,mind,**Mind** the gap.,**留意**間隙。
8,mine,**Mine** the diamonds.,**挖**鑽石。
8,miss,Don't **miss** with your bow.,你的弓箭不要**失誤** (射偏)。
8,modern,Build a **modern** house.,蓋一間**現代**房子。
8,mop,We don't need to **mop** the floor.,我們不需要**拖**地。
8,move,WASD to **move**.,用 WASD **移動**。
8,national,Join the **national** server.,加入**國家**伺服器。
8,note,Read the **note** in the book.,閱讀書裡的**筆記**。
8,notice,Did you **notice** the secret door?,你有**注意**到秘密門嗎？
8,off,Turn the lever **off**.,把拉桿**關**掉。
8,officer,Server police **officer**.,伺服器警察**官**。
8,ourselves,We built it **ourselves**.,我們**自己**蓋的。
8,own,I **own** this territory.,我**擁有**這塊領地。
8,pack,Download a resource **pack**.,下載一個資源**包**。
8,package,The mod is a software **package**.,模組是一個軟體**包**。
8,paint,**Paint** a banner.,**畫**一面旗幟 (指設計圖案)。
8,pair,Find a **pair** of sheep.,找一**對**羊。
8,paste,Copy and **paste** the command.,複製並**貼上**指令。
8,perhaps,**Perhaps** there is loot here.,**也許**這裡有戰利品。
8,piece,I need a **piece** of coal.,我需要一**塊**煤炭。
8,planet,Minecraft is a square **planet**.,Minecraft 是一個方形**星球**。
8,plant,**Plant** the sapling.,**種**樹苗。
8,play,**Play** the game.,**玩**遊戲。
8,player,Report the bad **player**.,檢舉壞**玩家**。
8,pleasure,It is a **pleasure** to trade.,很**榮幸**能交易。
8,point,**Point** your crosshair.,**指向**你的準心。
8,police,Iron Golems are the village **police**.,鐵魔像是村莊的**警察**。
8,polite,Be **polite** in chat.,在聊天中要**有禮貌**。
8,poor,"I am **poor**, I have no diamonds.",我很**窮**，我沒有鑽石。
8,popular,Bedwars is a **popular** minigame.,起床戰爭是一個**受歡迎的**小遊戲。
8,pot,Put a flower in the **pot**.,把花放進花**盆**。
8,power,Redstone **power** is on.,紅石**電源**開啟了。
8,pretty,The garden is **pretty**.,花園很**漂亮**。
8,program,Mods are external **program**s.,模組是外部**程式**。
8,proud,I am **proud** of my build.,我為我的建築感到**驕傲**。
8,public,This is a **public** server.,這是一個**公開**伺服器。
8,pumpkin,Wear a **pumpkin** to hide from Endermen.,戴上**南瓜**來躲避終界使者。
8,quarter,A **quarter** of a stack is 16.,一組的**四分之一**是 16。
8,quite,The ravine is **quite** deep.,這個峽谷**相當**深。
8,quiz,Take a Minecraft trivia **quiz**.,參加一個 Minecraft 知識**測驗**。
8,race,Boat **race** on ice.,冰上划船**比賽**。
8,raise,**Raise** your shield.,**舉**起你的盾牌。
8,rest,Take a **rest** in the bed.,在床上**休息**。
8,rich,I am **rich** with emeralds.,我很**富有**，有很多綠寶石。
8,ring,The bell has a loud **ring**.,鐘有很大聲的**鈴聲**。
8,roll,**Roll** the dice (plugin).,**擲**骰子 (插件)。
8,roller blade,"No **roller blade**s, just boats.",沒有**直排輪**，只有船。
8,rule,Read the server **rule**s.,閱讀伺服器**規則**。
8,sail,**Sail** the boat.,**航行**這艘船。
8,salesman,The wandering trader is a **salesman**.,流浪商人是一個**推銷員**。
8,save,**Save** your world backup.,**儲存**你的世界備份。
8,scooter,No **scooter**s here.,這裡沒有**滑板車**。
8,secretary,Villagers don't need a **secretary**.,村民不需要**秘書**。
8,sentence,Write a **sentence** on the sign.,在告示牌上寫一個**句子**。
8,serious,Hardcore mode is **serious**.,極限模式是**嚴肅的**。
8,set,**Set** the spawn point.,**設定**重生點。
8,shall,**Shall** we go to the Nether?,我們**要**去下界嗎？
